3.774357473127964990e-01	4.731790067855641269e-01	5.625016263335935740e-01	6.170699973978662767e-01	6.471349631697992377e-01	6.661919649112272301e-01
3.532993304509697841e-01	4.350395449268399939e-01	5.235048364659019571e-01	5.771627734742489357e-01	6.227470275626012519e-01	6.472742023459235883e-01
3.750531685982506080e-01	4.706705123201024854e-01	5.663037440701375047e-01	6.105644128185112596e-01	6.429460907944514192e-01	6.674767684501290432e-01
3.804043690826477420e-01	4.768465141415961783e-01	5.720114869192737261e-01	6.175206794571549418e-01	6.500812541283853552e-01	6.743816804779919627e-01
3.643201800476391083e-01	4.530250430352889546e-01	5.585000325266717969e-01	6.092245641425969582e-01	6.426422166176264383e-01	6.673110075261714513e-01
3.756312050881722708e-01	4.614931118517184294e-01	5.537741573089933755e-01	6.108508977361435388e-01	6.423004363578134202e-01	6.766490397125642930e-01
3.737461593506675728e-01	4.590324691246822630e-01	5.471025616005124048e-01	6.035019340859504311e-01	6.437679522208209493e-01	6.724661097099622342e-01
3.695683585540143201e-01	4.793234202045677517e-01	5.691264962269060312e-01	6.046104055325367543e-01	6.376709526811985551e-01	6.618526566784763698e-01
3.451912443203426495e-01	4.405101558277787488e-01	5.220669073640384905e-01	5.786687583818731495e-01	6.214311985828379070e-01	6.492000315258511511e-01
3.768471396545167162e-01	4.662615219479973594e-01	5.550245576372625500e-01	6.103010718789407818e-01	6.452083208230748879e-01	6.640216227306390273e-01
